C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2247500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2248000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2248500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2249000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2249500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2250000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2250500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2251000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2251500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2252000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2252500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2253000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2253500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2254000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2254500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2255000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2255500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2256000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2256500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2257000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2257500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2258000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2258500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2259000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2259500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2260000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2260500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2261000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2261500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2262000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2262500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2263000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2263500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2264000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2264500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2265000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2265500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2266000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2266500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2267000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2267500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2268000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2268500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2269000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2269500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2270000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2270500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2271000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2271500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2272000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2272500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2273000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2273500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2274000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2274500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2275000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2275500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2276000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2276500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2277000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2277500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2278000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2278500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2279000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2279500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2280000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2280500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2281000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2281500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2282000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2282500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2283000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2283500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2284000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2284500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2285000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2285500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2286000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2286500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2287000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2287500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2288000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2288500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2289000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2289500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2290000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2290500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2291000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2291500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2292000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2292500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2293000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2293500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2294000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2294500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2295000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2295500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2296000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2296500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2297000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2297500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2298000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2298500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2299000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2299500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2300000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2300500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2301000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2301500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2302000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2302500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2303000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2303500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2304000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2304500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2305000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2305500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2306000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2306500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2307000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2307500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2308000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2308500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2309000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2309500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2310000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2310500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2311000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2311500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2312000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2312500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2313000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2313500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2314000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2314500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2315000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2315500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2316000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2316500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2317000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2317500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2318000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2318500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2319000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2319500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2320000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2320500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2321000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2321500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2322000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2322500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2323000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2323500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2324000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2324500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2325000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2325500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2326000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2326500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2327000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2327500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2328000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2328500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2329000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2329500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2330000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2330500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2331000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2331500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2332000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2332500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2333000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2333500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2334000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2334500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2335000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2335500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2336000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2336500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2337000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2337500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2338000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2338500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2339000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2339500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2340000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2340500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2341000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2341500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2342000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2342500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2343000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2343500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2344000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2344500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2345000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2345500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.04] z[1.14] mag[1.14]2346000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
