C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.05] y[0.35] z[1.05] mag[1.11] 7.35 degrees
265500ms, 0.00RPM, 280.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.04] mag[1.10] 8.25 degrees
266000ms, 0.00RPM, 279.83avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.04] mag[1.09] 7.54 degrees
266500ms, 0.00RPM, 279.31avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.06] mag[1.11] 8.46 degrees
267000ms, 0.00RPM, 278.78avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.31] z[1.08] mag[1.13] 11.20 degrees
267500ms, 0.00RPM, 278.26avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.08] mag[1.13] 10.89 degrees
268000ms, 0.00RPM, 277.74avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.04] mag[1.09] 6.81 degrees
268500ms, 0.00RPM, 277.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.03] mag[1.09] 6.61 degrees
269000ms, 0.00RPM, 276.71avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.04] mag[1.10] 7.85 degrees
269500ms, 0.00RPM, 276.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.03] y[0.29] z[1.09] mag[1.13] 12.30 degrees
270000ms, 0.00RPM, 275.69avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.24] z[1.09] mag[1.12] 9.73 degrees
270500ms, 0.00RPM, 275.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.07] mag[1.12] 9.51 degrees
271000ms, 0.00RPM, 274.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.30] z[1.07] mag[1.11] 10.15 degrees
271500ms, 0.00RPM, 274.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.08] mag[1.13] 10.81 degrees
272000ms, 0.00RPM, 273.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.05] mag[1.10] 8.04 degrees
272500ms, 0.00RPM, 273.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.07] mag[1.12] 10.34 degrees
273000ms, 0.00RPM, 272.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.06] mag[1.11] 9.04 degrees
273500ms, 0.00RPM, 272.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.05] mag[1.10] 8.98 degrees
274000ms, 0.00RPM, 271.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.31] z[1.05] mag[1.10] 9.14 degrees
274500ms, 0.00RPM, 271.17avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.09] mag[1.15] 11.08 degrees
275000ms, 0.00RPM, 270.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.29] z[1.04] mag[1.08] 7.48 degrees
275500ms, 0.00RPM, 270.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.04] mag[1.09] 7.73 degrees
276000ms, 0.00RPM, 269.69avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.04] mag[1.09] 7.01 degrees
276500ms, 0.00RPM, 269.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.68 degrees
277000ms, 0.00RPM, 268.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.03] mag[1.08] 7.01 degrees
277500ms, 0.00RPM, 268.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.06] mag[1.12] 9.14 degrees
278000ms, 0.00RPM, 267.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.11] 8.54 degrees
278500ms, 0.00RPM, 267.27avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.06] mag[1.11] 8.99 degrees
279000ms, 0.00RPM, 266.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.06] mag[1.12] 9.39 degrees
279500ms, 0.00RPM, 266.31avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.07] mag[1.12] 9.46 degrees
280000ms, 0.00RPM, 265.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.09] mag[1.15] 11.75 degrees
280500ms, 0.00RPM, 265.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 8.64 degrees
281000ms, 0.00RPM, 264.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.06] mag[1.11] 9.49 degrees
281500ms, 0.00RPM, 264.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.03] mag[1.09] 7.01 degrees
282000ms, 0.00RPM, 263.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.07] mag[1.12] 9.13 degrees
282500ms, 0.00RPM, 263.49avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.04] mag[1.09] 7.83 degrees
283000ms, 0.00RPM, 263.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.03] y[0.34] z[1.06] mag[1.11] 10.26 degrees
283500ms, 0.00RPM, 262.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.10] 8.00 degrees
284000ms, 0.00RPM, 262.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.03] mag[1.09] 6.36 degrees
284500ms, 0.00RPM, 261.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.06] mag[1.12] 9.62 degrees
285000ms, 0.00RPM, 261.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.06] mag[1.11] 9.43 degrees
285500ms, 0.00RPM, 260.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.04] mag[1.09] 8.16 degrees
286000ms, 0.00RPM, 260.26avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.04] y[0.34] z[1.05] mag[1.10] 9.85 degrees
286500ms, 0.00RPM, 259.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 9.29 degrees
287000ms, 0.00RPM, 259.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.06] mag[1.11] 10.06 degrees
287500ms, 0.00RPM, 258.90avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.06] mag[1.11] 9.89 degrees
288000ms, 0.00RPM, 258.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 9.44 degrees
288500ms, 0.00RPM, 258.01avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.43 degrees
289000ms, 0.00RPM, 257.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.28] z[1.04] mag[1.08] 7.49 degrees
289500ms, 0.00RPM, 257.12avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.11] 9.04 degrees
290000ms, 0.00RPM, 256.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.04] mag[1.10] 7.33 degrees
290500ms, 0.00RPM, 256.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.08] mag[1.12] 10.16 degrees
291000ms, 0.00RPM, 255.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.05] mag[1.11] 9.24 degrees
291500ms, 0.00RPM, 255.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.04] mag[1.10] 8.25 degrees
292000ms, 0.00RPM, 254.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.63 degrees
292500ms, 0.00RPM, 254.48avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.09] mag[1.14] 10.58 degrees
293000ms, 0.00RPM, 254.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.05] mag[1.10] 8.62 degrees
293500ms, 0.00RPM, 253.61avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.37] z[1.04] mag[1.11] 7.45 degrees
294000ms, 0.00RPM, 253.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 8.98 degrees
294500ms, 0.00RPM, 252.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.06] mag[1.11] 9.29 degrees
295000ms, 0.00RPM, 252.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.27] z[1.04] mag[1.08] 8.26 degrees
295500ms, 0.00RPM, 251.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.31] z[1.08] mag[1.13] 10.81 degrees
296000ms, 0.00RPM, 251.47avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.05] mag[1.10] 9.09 degrees
296500ms, 0.00RPM, 251.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.54 degrees
297000ms, 0.00RPM, 250.62avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 8.56 degrees
297500ms, 0.00RPM, 250.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.07] mag[1.12] 9.56 degrees
298000ms, 0.00RPM, 249.78avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.04] mag[1.09] 7.90 degrees
298500ms, 0.00RPM, 249.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.04] mag[1.09] 7.57 degrees
299000ms, 0.00RPM, 248.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.05] mag[1.11] 8.14 degrees
299500ms, 0.00RPM, 248.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.05] mag[1.10] 8.78 degrees
300000ms, 0.00RPM, 248.12avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.28] z[1.07] mag[1.11] 8.92 degrees
300500ms, 0.00RPM, 247.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.07] mag[1.13] 10.44 degrees
301000ms, 0.00RPM, 247.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.11] 9.29 degrees
301500ms, 0.00RPM, 246.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.31] z[1.05] mag[1.10] 7.93 degrees
302000ms, 0.00RPM, 246.47avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.09] mag[1.14] 11.21 degrees
302500ms, 0.00RPM, 246.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.12] 9.18 degrees
303000ms, 0.00RPM, 245.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.04] mag[1.09] 7.75 degrees
303500ms, 0.00RPM, 245.26avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.05] mag[1.10] 8.50 degrees
304000ms, 0.00RPM, 244.85avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.05] mag[1.11] 9.19 degrees
304500ms, 0.00RPM, 244.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.04] mag[1.09] 8.03 degrees
305000ms, 0.00RPM, 244.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.05] mag[1.10] 8.30 degrees
305500ms, 0.00RPM, 243.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.04] mag[1.10] 8.39 degrees
306000ms, 0.00RPM, 243.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.05] mag[1.10] 8.93 degrees
306500ms, 0.00RPM, 242.85avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.08] mag[1.14] 10.74 degrees
307000ms, 0.00RPM, 242.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.68 degrees
307500ms, 0.00RPM, 242.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.07] mag[1.13] 10.44 degrees
308000ms, 0.00RPM, 241.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.06] mag[1.12] 9.68 degrees
308500ms, 0.00RPM, 241.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.06] mag[1.11] 9.63 degrees
309000ms, 0.00RPM, 240.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.36] z[1.05] mag[1.11] 8.06 degrees
309500ms, 0.00RPM, 240.50avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.06] mag[1.11] 8.89 degrees
310000ms, 0.00RPM, 240.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.10] 8.20 degrees
310500ms, 0.00RPM, 239.73avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.05] mag[1.10] 9.09 degrees
311000ms, 0.00RPM, 239.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.09] 7.16 degrees
311500ms, 0.00RPM, 238.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.05] mag[1.11] 8.36 degrees
312000ms, 0.00RPM, 238.57avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.29] z[1.04] mag[1.09] 7.78 degrees
312500ms, 0.00RPM, 238.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.06] mag[1.12] 9.24 degrees
313000ms, 0.00RPM, 237.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.05] mag[1.11] 8.88 degrees
313500ms, 0.00RPM, 237.43avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.29] z[1.05] mag[1.09] 7.57 degrees
314000ms, 0.00RPM, 237.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.06] mag[1.11] 8.99 degrees
314500ms, 0.00RPM, 236.68avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.05] mag[1.10] 8.61 degrees
315000ms, 0.00RPM, 236.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.04] mag[1.10] 8.21 degrees
315500ms, 0.00RPM, 235.93avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.05] mag[1.10] 7.53 degrees
316000ms, 0.00RPM, 235.55avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.29] z[1.10] mag[1.14] 11.32 degrees
316500ms, 0.00RPM, 235.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.31] z[1.03] mag[1.08] 7.01 degrees
317000ms, 0.00RPM, 234.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.07] mag[1.12] 9.84 degrees
317500ms, 0.00RPM, 234.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.04] mag[1.09] 7.50 degrees
318000ms, 0.00RPM, 234.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.07] mag[1.12] 9.75 degrees
318500ms, 0.00RPM, 233.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.06] mag[1.12] 9.61 degrees
319000ms, 0.00RPM, 233.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 8.70 degrees
319500ms, 0.00RPM, 232.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.12] 9.58 degrees
320000ms, 0.00RPM, 232.61avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.11] 9.09 degrees
320500ms, 0.00RPM, 232.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.38] z[1.04] mag[1.10] 6.53 degrees
321000ms, 0.00RPM, 231.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.06] mag[1.11] 9.70 degrees
321500ms, 0.00RPM, 231.52avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 8.38 degrees
322000ms, 0.00RPM, 231.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 8.99 degrees
322500ms, 0.00RPM, 230.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 8.28 degrees
323000ms, 0.00RPM, 230.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.43] z[1.13] mag[1.21] 12.05 degrees
323500ms, 0.00RPM, 230.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 8.89 degrees
324000ms, 0.00RPM, 229.74avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.31] z[1.10] mag[1.15] 10.80 degrees
324500ms, 0.00RPM, 229.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.06] mag[1.11] 9.49 degrees
325000ms, 0.00RPM, 229.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.02] mag[1.08] 5.84 degrees
325500ms, 0.00RPM, 228.68avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.06] mag[1.12] 8.94 degrees
326000ms, 0.00RPM, 228.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.07] mag[1.12] 10.02 degrees
326500ms, 0.00RPM, 227.98avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.05] mag[1.11] 9.14 degrees
327000ms, 0.00RPM, 227.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.75 degrees
327500ms, 0.00RPM, 227.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.37] z[1.10] mag[1.16] 11.84 degrees
328000ms, 0.00RPM, 226.94avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.06] mag[1.11] 9.59 degrees
328500ms, 0.00RPM, 226.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.07] mag[1.12] 9.37 degrees
329000ms, 0.00RPM, 226.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.30] z[1.07] mag[1.11] 10.56 degrees
329500ms, 0.00RPM, 225.90avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.26] z[0.99] mag[1.02] nan degrees
330000ms, 0.00RPM, 225.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.05] mag[1.11] 7.97 degrees
330500ms, 0.00RPM, 225.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.11] 8.38 degrees
331000ms, 0.00RPM, 224.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.27] z[1.05] mag[1.08] 7.86 degrees
331500ms, 0.00RPM, 224.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.06] mag[1.11] 9.33 degrees
332000ms, 0.00RPM, 224.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.09] 8.05 degrees
332500ms, 0.00RPM, 223.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.12] 9.53 degrees
333000ms, 0.00RPM, 223.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.07] mag[1.13] 10.44 degrees
333500ms, 0.00RPM, 223.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.29] z[1.07] mag[1.11] 9.41 degrees
334000ms, 0.00RPM, 222.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.07] mag[1.12] 10.18 degrees
334500ms, 0.00RPM, 222.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.05] mag[1.11] 8.98 degrees
335000ms, 0.00RPM, 222.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.36] z[1.07] mag[1.13] 10.18 degrees
335500ms, 0.00RPM, 221.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.05] mag[1.11] 8.00 degrees
336000ms, 0.00RPM, 221.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.05] mag[1.10] 8.93 degrees
336500ms, 0.00RPM, 221.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.29] z[1.05] mag[1.10] 9.61 degrees
337000ms, 0.00RPM, 220.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.12 degrees
337500ms, 0.00RPM, 220.55avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.09] mag[1.14] 11.16 degrees
338000ms, 0.00RPM, 220.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.29] z[1.07] mag[1.11] 9.04 degrees
338500ms, 0.00RPM, 219.90avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.31] z[1.07] mag[1.12] 10.49 degrees
339000ms, 0.00RPM, 219.57avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 8.83 degrees
339500ms, 0.00RPM, 219.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.08] mag[1.13] 10.40 degrees
340000ms, 0.00RPM, 218.93avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.03] y[0.33] z[1.12] mag[1.17] 13.72 degrees
340500ms, 0.00RPM, 218.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.30] z[1.05] mag[1.10] 8.44 degrees
341000ms, 0.00RPM, 218.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 8.17 degrees
341500ms, 0.00RPM, 217.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.05] mag[1.10] 9.25 degrees
342000ms, 0.00RPM, 217.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.29] z[1.09] mag[1.13] 9.81 degrees
342500ms, 0.00RPM, 217.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.05] mag[1.11] 7.83 degrees
343000ms, 0.00RPM, 217.01avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.03] mag[1.09] 7.28 degrees
343500ms, 0.00RPM, 216.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.06] mag[1.11] 10.08 degrees
344000ms, 0.00RPM, 216.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.10] 8.83 degrees
344500ms, 0.00RPM, 216.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.07] mag[1.12] 9.78 degrees
345000ms, 0.00RPM, 215.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.04] mag[1.10] 8.76 degrees
345500ms, 0.00RPM, 215.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.06] mag[1.11] 9.49 degrees
346000ms, 0.00RPM, 215.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.04] mag[1.10] 7.61 degrees
346500ms, 0.00RPM, 214.82avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.27] z[1.06] mag[1.09] 9.19 degrees
347000ms, 0.00RPM, 214.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.07] mag[1.12] 10.02 degrees
347500ms, 0.00RPM, 214.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.06] mag[1.11] 9.24 degrees
348000ms, 0.00RPM, 213.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.07] mag[1.13] 10.62 degrees
348500ms, 0.00RPM, 213.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.03] mag[1.09] 7.39 degrees
349000ms, 0.00RPM, 213.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.08] mag[1.13] 10.98 degrees
349500ms, 0.00RPM, 212.98avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.06] mag[1.10] 9.09 degrees
350000ms, 0.00RPM, 212.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.03] mag[1.09] 7.60 degrees
350500ms, 0.00RPM, 212.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.04] mag[1.10] 7.64 degrees
351000ms, 0.00RPM, 212.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.07] mag[1.12] 10.10 degrees
351500ms, 0.00RPM, 211.76avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.04] mag[1.09] 7.15 degrees
352000ms, 0.00RPM, 211.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.63 degrees
352500ms, 0.00RPM, 211.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.06] mag[1.11] 10.01 degrees
353000ms, 0.00RPM, 210.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.06] mag[1.11] 9.19 degrees
